Order Id,Supplier,Commodity,Order Country,Order Region,Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delay_Days,Late_delivery_risk,Order Item Quantity,Sales
25306,China,Interior Components,China,Eastern Asia,Standard Class,2,4,-2,0,2,79.98000336
30559,Nueva Zelanda,Semiconductors,Nueva Zelanda,Oceania,Standard Class,5,4,1,1,2,100.0
30784,Nueva Zelanda,Semiconductors,Nueva Zelanda,Oceania,Standard Class,5,4,1,1,2,100.0
46170,Irán,Semiconductors,Irán,South Asia,Standard Class,6,4,2,1,2,100.0
22257,Tailandia,Interior Components,Tailandia,Southeast Asia,Standard Class,3,4,-1,0,2,79.98000336
23099,Filipinas,Semiconductors,Filipinas,Southeast Asia,Standard Class,5,4,1,1,2,100.0
42178,Turquía,Interior Components,Turquía,West Asia,Standard Class,4,4,0,0,2,79.98000336
27663,China,Interior Components,China,Eastern Asia,Standard Class,4,4,0,0,2,79.98000336
24997,India,Mechanical Assemblies,India,South Asia,Standard Class,3,4,-1,0,2,50.0
24435,Filipinas,Mechanical Assemblies,Filipinas,Southeast Asia,Standard Class,6,4,2,1,2,50.0
48950,Turquía,Semiconductors,Turquía,West Asia,Standard Class,6,4,2,1,2,100.0
25223,China,Interior Components,China,Eastern Asia,Standard Class,4,4,0,0,2,79.98000336
30842,Nueva Zelanda,Interior Components,Nueva Zelanda,Oceania,Standard Class,3,4,-1,0,2,79.98000336
22187,India,Interior Components,India,South Asia,Standard Class,3,4,-1,0,2,79.98000336
48046,Irán,Interior Components,Irán,South Asia,Standard Class,2,4,-2,0,2,79.98000336
23712,India,Semiconductors,India,South Asia,Standard Class,3,4,-1,0,2,100.0
28689,India,Semiconductors,India,South Asia,Standard Class,5,4,1,1,2,100.0
25902,Australia,Interior Components,Australia,Oceania,Standard Class,3,4,-1,0,2,79.98000336
28881,Australia,Interior Components,Australia,Oceania,Standard Class,2,4,-2,0,2,79.98000336
30028,Australia,Interior Components,Australia,Oceania,Standard Class,4,4,0,0,2,79.98000336
25219,Afganistán,Interior Components,Afganistán,South Asia,Standard Class,5,4,1,1,2,79.98000336
49402,Turquía,Interior Components,Turquía,West Asia,Standard Class,3,4,-1,0,2,60.0
23065,Australia,Interior Components,Australia,Oceania,Standard Class,6,4,2,1,2,79.98000336
21966,Australia,Semiconductors,Australia,Oceania,Standard Class,2,4,-2,0,2,100.0
50111,Irán,Semiconductors,Irán,South Asia,Standard Class,2,4,-2,0,2,100.0
22499,India,Semiconductors,India,South Asia,Standard Class,5,4,1,1,2,100.0
41743,Turquía,Semiconductors,Turquía,West Asia,Standard Class,4,4,0,0,2,100.0
26212,Australia,Semiconductors,Australia,Oceania,Standard Class,3,4,-1,0,2,100.0
20772,Bangladés,Interior Components,Bangladés,South Asia,Standard Class,3,4,-1,0,2,60.0
21688,Singapur,Semiconductors,Singapur,Southeast Asia,Standard Class,4,4,0,0,2,100.0
46447,Irak,Interior Components,Irak,West Asia,Standard Class,3,4,-1,0,2,79.98000336
22496,China,Semiconductors,China,Eastern Asia,Standard Class,2,4,-2,0,2,100.0
21652,Australia,Interior Components,Australia,Oceania,Standard Class,3,4,-1,0,2,79.98000336
30724,Australia,Semiconductors,Australia,Oceania,Standard Class,5,4,1,1,2,100.0
26369,Bangladés,Semiconductors,Bangladés,South Asia,Standard Class,5,4,1,1,2,100.0
26876,Indonesia,Semiconductors,Indonesia,Southeast Asia,Standard Class,2,4,-2,0,2,100.0
43577,Turquía,Semiconductors,Turquía,West Asia,Standard Class,3,4,-1,0,2,100.0
47485,Turquía,Semiconductors,Turquía,West Asia,Standard Class,6,4,2,1,2,100.0
50271,Arabia Saudí,Interior Components,Arabia Saudí,West Asia,Standard Class,2,4,-2,0,2,79.98000336
20662,Bangladés,Mechanical Assemblies,Bangladés,South Asia,Standard Class,3,4,-1,0,2,79.98000336
47898,Arabia Saudí,Interior Components,Arabia Saudí,West Asia,Standard Class,4,4,0,0,2,79.98000336
28578,Papúa Nueva Guinea,Interior Components,Papúa Nueva Guinea,Oceania,Standard Class,4,4,0,0,2,79.98000336
48539,Jordania,Semiconductors,Jordania,West Asia,Standard Class,5,4,1,1,2,100.0
42865,Irán,Semiconductors,Irán,South Asia,Standard Class,6,4,2,1,2,100.0
24966,Malasia,Interior Components,Malasia,Southeast Asia,Standard Class,2,4,-2,0,2,79.98000336
48950,Turquía,Interior Components,Turquía,West Asia,Standard Class,6,4,2,1,2,79.98000336
46087,Irak,Interior Components,Irak,West Asia,Standard Class,3,4,-1,0,2,79.98000336
47044,Arabia Saudí,Semiconductors,Arabia Saudí,West Asia,Standard Class,5,4,1,1,2,100.0
25412,China,Semiconductors,China,Eastern Asia,Standard Class,3,4,-1,0,2,100.0
28808,Australia,Semiconductors,Australia,Oceania,Standard Class,4,4,0,0,2,100.0
28491,India,Semiconductors,India,South Asia,Standard Class,2,4,-2,0,2,100.0
25713,Australia,Semiconductors,Australia,Oceania,Standard Class,4,4,0,0,2,100.0
42130,Kazajistán,Semiconductors,Kazajistán,Central Asia,Standard Class,6,4,2,1,2,100.0
24549,China,Interior Components,China,Eastern Asia,Standard Class,5,4,1,1,2,79.98000336
26963,Australia,Semiconductors,Australia,Oceania,Standard Class,4,4,0,0,2,100.0
45504,Irán,Interior Components,Irán,South Asia,Standard Class,5,4,1,1,2,79.98000336
22033,Filipinas,Semiconductors,Filipinas,Southeast Asia,Standard Class,4,4,0,0,2,100.0
24435,Filipinas,Semiconductors,Filipinas,Southeast Asia,Standard Class,6,4,2,1,2,100.0
47286,Arabia Saudí,Semiconductors,Arabia Saudí,West Asia,Standard Class,2,4,-2,0,2,100.0
22703,Filipinas,Semiconductors,Filipinas,Southeast Asia,Standard Class,4,4,0,0,2,39.97999954
26729,Filipinas,Plastic Components,Filipinas,Southeast Asia,Standard Class,5,4,1,1,2,49.97999954
29383,Indonesia,Interior Components,Indonesia,Southeast Asia,Standard Class,4,4,0,0,2,43.97999954
26364,Japón,Interior Components,Japón,Eastern Asia,Standard Class,5,4,1,1,2,43.97999954
21360,Singapur,Battery Materials,Singapur,Southeast Asia,Standard Class,6,4,2,1,2,63.97999954
30243,Pakistán,Metal Components,Pakistán,South Asia,Standard Class,4,4,0,0,2,199.9799957
27490,Australia,Metal Components,Australia,Oceania,Standard Class,6,4,2,1,2,199.9799957
30363,Nueva Zelanda,Metal Components,Nueva Zelanda,Oceania,Standard Class,4,4,0,0,2,199.9799957
47371,Irán,Interior Components,Irán,South Asia,Standard Class,2,4,-2,0,2,119.9800034
27511,Australia,Interior Components,Australia,Oceania,Standard Class,2,4,-2,0,2,119.9800034
28843,Camboya,Interior Components,Camboya,Southeast Asia,Standard Class,4,4,0,0,2,119.9800034
43202,Turquía,Semiconductors,Turquía,West Asia,Standard Class,3,4,-1,0,2,100.0
27511,Australia,Semiconductors,Australia,Oceania,Standard Class,2,4,-2,0,2,100.0
22675,Tailandia,Semiconductors,Tailandia,Southeast Asia,Standard Class,6,4,2,1,2,100.0
28918,Indonesia,Interior Components,Indonesia,Southeast Asia,Standard Class,4,4,0,0,2,79.98000336
29997,China,Interior Components,China,Eastern Asia,Standard Class,3,4,-1,0,2,79.98000336
22099,Australia,Semiconductors,Australia,Oceania,Standard Class,5,4,1,1,2,100.0
24540,Indonesia,Semiconductors,Indonesia,Southeast Asia,Standard Class,6,4,2,1,2,100.0
43202,Turquía,Semiconductors,Turquía,West Asia,Standard Class,3,4,-1,0,2,100.0
41865,Irak,Plastic Components,Irak,West Asia,Standard Class,6,4,2,1,2,49.97999954
49435,Turquía,Semiconductors,Turquía,West Asia,Standard Class,6,4,2,1,2,35.97999954
30251,Papúa Nueva Guinea,Interior Components,Papúa Nueva Guinea,Oceania,Standard Class,2,4,-2,0,2,31.97999954
30251,Papúa Nueva Guinea,Battery Materials,Papúa Nueva Guinea,Oceania,Standard Class,2,4,-2,0,2,63.97999954
38911,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,2,4,-2,0,2,109.9400024
39217,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,3,4,-1,0,2,60.0
38911,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,2,4,-2,0,2,60.0
41143,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,2,69.98000336
39835,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,6,4,2,1,2,199.9799957
31906,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,2,4,-2,0,2,199.9799957
40760,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,6,4,2,1,2,199.9799957
35852,Estados Unidos,Metal Components,Estados Unidos,South of  USA ,Standard Class,3,4,-1,0,2,199.9799957
33360,Estados Unidos,Metal Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,2,199.9799957
32743,Estados Unidos,Metal Components,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,199.9799957
40159,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,5,4,1,1,2,199.9799957
39115,Estados Unidos,Metal Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,2,199.9799957
37488,Estados Unidos,Metal Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,2,199.9799957
38424,Estados Unidos,Metal Components,Estados Unidos,East of USA,Standard Class,5,4,1,1,2,199.9799957
35852,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,3,4,-1,0,2,119.9800034
37353,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,119.9800034
36923,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,2,119.9800034
39170,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,2,119.9800034
38080,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,6,4,2,1,2,119.9800034
36900,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,6,4,2,1,2,119.9800034
36848,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,119.9800034
34460,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,2,119.9800034
34695,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,6,4,2,1,2,119.9800034
37535,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,6,4,2,1,2,119.9800034
37505,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,6,4,2,1,2,119.9800034
34849,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,5,4,1,1,2,119.9800034
39604,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,5,4,1,1,2,119.9800034
31991,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,2,4,-2,0,2,119.9800034
41586,Canada,Interior Components,Canada,Canada,Standard Class,2,4,-2,0,2,119.9800034
40034,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,5,4,1,1,2,119.9800034
36737,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,3,4,-1,0,2,119.9800034
32632,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,3,4,-1,0,2,119.9800034
32194,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,5,4,1,1,2,119.9800034
33163,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,2,119.9800034
36682,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,3,4,-1,0,2,119.9800034
42146,Canada,Interior Components,Canada,Canada,Standard Class,2,4,-2,0,2,119.9800034
32160,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,6,4,2,1,2,119.9800034
36070,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,6,4,2,1,2,119.9800034
33584,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,5,4,1,1,2,119.9800034
33796,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,2,4,-2,0,2,119.9800034
41951,Canada,Interior Components,Canada,Canada,Standard Class,2,4,-2,0,2,119.9800034
37353,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,119.9800034
39919,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,5,4,1,1,2,119.9800034
36923,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,2,119.9800034
38910,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,6,4,2,1,2,79.98000336
34613,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,79.98000336
33262,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,3,4,-1,0,2,100.0
36489,Estados Unidos,Mechanical Assemblies,Estados Unidos,South of  USA ,Standard Class,5,4,1,1,2,79.98000336
33239,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,5,4,1,1,2,100.0
38386,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,2,4,-2,0,2,79.98000336
39379,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,5,4,1,1,2,100.0
32632,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,3,4,-1,0,2,100.0
33584,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,5,4,1,1,2,100.0
37085,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,6,4,2,1,2,79.98000336
32989,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,5,4,1,1,2,100.0
32039,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,5,4,1,1,2,79.98000336
38308,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,4,4,0,0,2,79.98000336
38910,Estados Unidos,Mechanical Assemblies,Estados Unidos,US Center ,Standard Class,6,4,2,1,2,140.0
40694,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,5,4,1,1,2,79.98000336
34873,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,2,79.98000336
39754,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,5,4,1,1,2,79.98000336
32194,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,5,4,1,1,2,100.0
49572,Canada,Interior Components,Canada,Canada,Standard Class,3,4,-1,0,2,79.98000336
38080,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,6,4,2,1,2,100.0
39174,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,5,4,1,1,2,79.98000336
32493,Estados Unidos,Semiconductors,Estados Unidos,South of  USA ,Standard Class,4,4,0,0,2,100.0
36070,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,6,4,2,1,2,100.0
38617,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,3,4,-1,0,2,79.98000336
32331,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,2,4,-2,0,2,79.98000336
49600,Canada,Semiconductors,Canada,Canada,Standard Class,6,4,2,1,2,100.0
32459,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,5,4,1,1,2,100.0
35079,Estados Unidos,Semiconductors,Estados Unidos,South of  USA ,Standard Class,5,4,1,1,2,100.0
37591,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,2,4,-2,0,2,100.0
40874,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,5,4,1,1,2,100.0
36959,Estados Unidos,Plastic Components,Estados Unidos,West of USA ,Standard Class,5,4,1,1,2,49.97999954
31352,Estados Unidos,Battery Materials,Estados Unidos,East of USA,Standard Class,3,4,-1,0,2,63.97999954
37335,Estados Unidos,Interior Components,Estados Unidos,South of  USA ,Standard Class,6,4,2,1,2,31.97999954
32743,Estados Unidos,Plastic Components,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,49.97999954
40959,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,5,4,1,1,2,39.97999954
32438,Estados Unidos,Plastic Components,Estados Unidos,West of USA ,Standard Class,4,4,0,0,2,49.97999954
37922,Estados Unidos,Plastic Components,Estados Unidos,US Center ,Standard Class,3,4,-1,0,2,49.97999954
33886,Estados Unidos,Mechanical Assemblies,Estados Unidos,West of USA ,Standard Class,2,4,-2,0,2,59.97999954
39843,Estados Unidos,Metal Components,Estados Unidos,South of  USA ,Standard Class,4,4,0,0,2,199.9799957
31607,Estados Unidos,Metal Components,Estados Unidos,West of USA ,Standard Class,3,4,-1,0,2,199.9799957
36044,Estados Unidos,Interior Components,Estados Unidos,West of USA ,Standard Class,5,4,1,1,2,119.9800034
34758,Estados Unidos,Interior Components,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,119.9800034
34913,Estados Unidos,Interior Components,Estados Unidos,East of USA,Standard Class,4,4,0,0,2,79.98000336
36578,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,100.0
33723,Estados Unidos,Semiconductors,Estados Unidos,East of USA,Standard Class,4,4,0,0,2,100.0
36044,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,Standard Class,5,4,1,1,2,100.0
35053,Estados Unidos,Semiconductors,Estados Unidos,US Center ,Standard Class,4,4,0,0,2,100.0
32531,Estados Unidos,Plastic Components,Estados Unidos,South of  USA ,Standard Class,2,4,-2,0,2,49.97999954
38109,Estados Unidos,Battery Materials,Estados Unidos,East of USA,Standard Class,5,4,1,1,2,63.97999954
40387,Estados Unidos,Battery Materials,Estados Unidos,South of  USA ,Standard Class,3,4,-1,0,2,103.9800034
40027,Estados Unidos,Battery Materials,Estados Unidos,South of  USA ,Standard Class,3,4,-1,0,2,63.97999954
44254,Costa de Marfil,Battery Materials,Costa de Marfil,West Africa,Standard Class,5,4,1,1,3,95.97000122
42886,República Democrática del Congo,Metal Components,República Democrática del Congo,Central Africa,Standard Class,2,4,-2,0,3,299.9700012
42819,Nigeria,Metal Components,Nigeria,West Africa,Standard Class,5,4,1,1,3,299.9700012
42471,SudAfrica,Metal Components,SudAfrica,Southern Africa,Standard Class,2,4,-2,0,3,299.9700012
45209,SudAfrica,Metal Components,SudAfrica,Southern Africa,Standard Class,5,4,1,1,3,299.9700012
43600,Sudán,Metal Components,Sudán,North Africa,Standard Class,6,4,2,1,3,299.9700012
43559,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,5,4,1,1,3,179.9700012
44162,República Democrática del Congo,Interior Components,República Democrática del Congo,Central Africa,Standard Class,3,4,-1,0,3,179.9700012
43870,República Democrática del Congo,Interior Components,República Democrática del Congo,Central Africa,Standard Class,6,4,2,1,3,179.9700012
48687,Costa de Marfil,Interior Components,Costa de Marfil,West Africa,Standard Class,3,4,-1,0,3,179.9700012
45112,Marruecos,Interior Components,Marruecos,North Africa,Standard Class,3,4,-1,0,3,179.9700012
48111,Senegal,Interior Components,Senegal,West Africa,Standard Class,2,4,-2,0,3,179.9700012
51000,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,6,4,2,1,3,179.9700012
45218,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,4,4,0,0,3,179.9700012
47852,Uganda,Interior Components,Uganda,East Africa,Standard Class,3,4,-1,0,3,179.9700012
48000,Argelia,Interior Components,Argelia,North Africa,Standard Class,6,4,2,1,3,179.9700012
50206,República Democrática del Congo,Interior Components,República Democrática del Congo,Central Africa,Standard Class,2,4,-2,0,3,179.9700012
45206,Kenia,Interior Components,Kenia,East Africa,Standard Class,2,4,-2,0,3,179.9700012
48000,Argelia,Interior Components,Argelia,North Africa,Standard Class,6,4,2,1,3,179.9700012
50606,Marruecos,Interior Components,Marruecos,North Africa,Standard Class,2,4,-2,0,3,179.9700012
43092,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,3,4,-1,0,3,179.9700012
49021,SudAfrica,Interior Components,SudAfrica,Southern Africa,Standard Class,2,4,-2,0,3,179.9700012
46929,Nigeria,Semiconductors,Nigeria,West Africa,Standard Class,5,4,1,1,3,150.0
41392,Nigeria,Semiconductors,Nigeria,West Africa,Standard Class,3,4,-1,0,3,150.0
45239,Nigeria,Semiconductors,Nigeria,West Africa,Standard Class,5,4,1,1,3,150.0
42997,Libia,Semiconductors,Libia,North Africa,Standard Class,3,4,-1,0,3,150.0
42982,Marruecos,Semiconductors,Marruecos,North Africa,Standard Class,3,4,-1,0,3,150.0
50563,Argelia,Semiconductors,Argelia,North Africa,Standard Class,4,4,0,0,3,150.0
43175,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,6,4,2,1,3,119.9700012
43170,Egipto,Interior Components,Egipto,North Africa,Standard Class,6,4,2,1,3,119.9700012
49021,SudAfrica,Semiconductors,SudAfrica,Southern Africa,Standard Class,2,4,-2,0,3,150.0
45052,Kenia,Interior Components,Kenia,East Africa,Standard Class,3,4,-1,0,3,119.9700012
42819,Nigeria,Mechanical Assemblies,Nigeria,West Africa,Standard Class,5,4,1,1,3,210.0
46712,Egipto,Semiconductors,Egipto,North Africa,Standard Class,3,4,-1,0,3,150.0
45841,SudAfrica,Semiconductors,SudAfrica,Southern Africa,Standard Class,2,4,-2,0,3,150.0
49021,SudAfrica,Plastic Components,SudAfrica,Southern Africa,Standard Class,2,4,-2,0,3,74.97000122
42586,Egipto,Interior Components,Egipto,North Africa,Standard Class,2,4,-2,0,3,47.97000122
43226,SudAfrica,Plastic Components,SudAfrica,Southern Africa,Standard Class,2,4,-2,0,3,74.97000122
47905,República Democrática del Congo,Battery Materials,República Democrática del Congo,Central Africa,Standard Class,6,4,2,1,3,143.9700012
43497,Ghana,Mechanical Assemblies,Ghana,West Africa,Standard Class,3,4,-1,0,3,89.97000122
42954,Ghana,Interior Components,Ghana,West Africa,Standard Class,5,4,1,1,3,104.9700012
51197,Nigeria,Metal Components,Nigeria,West Africa,Standard Class,3,4,-1,0,3,299.9700012
46571,Nigeria,Interior Components,Nigeria,West Africa,Standard Class,2,4,-2,0,3,179.9700012
45398,República Democrática del Congo,Interior Components,República Democrática del Congo,Central Africa,Standard Class,4,4,0,0,3,179.9700012
47893,Angola,Semiconductors,Angola,Central Africa,Standard Class,4,4,0,0,3,150.0
47893,Angola,Interior Components,Angola,Central Africa,Standard Class,4,4,0,0,3,119.9700012
66553,Reino Unido,Mechanical Assemblies,Reino Unido,Northern Europe,Standard Class,4,4,0,0,3,239.9700012
17614,Suecia,Semiconductors,Suecia,Northern Europe,Standard Class,5,4,1,1,3,134.9700012
66639,Francia,Mechanical Assemblies,Francia,Western Europe,Standard Class,5,4,1,1,3,239.9700012
41336,Rumania,Metal Components,Rumania,Eastern Europe,Standard Class,2,4,-2,0,3,299.9700012
17101,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,2,4,-2,0,3,299.9700012
64787,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,3,4,-1,0,3,269.9700012
15572,Alemania,Metal Components,Alemania,Western Europe,Standard Class,3,4,-1,0,3,299.9700012
11533,Francia,Metal Components,Francia,Western Europe,Standard Class,4,4,0,0,3,299.9700012
68090,Francia,Metal Components,Francia,Western Europe,Standard Class,6,4,2,1,3,299.9700012
15146,Bélgica,Metal Components,Bélgica,Western Europe,Standard Class,2,4,-2,0,3,299.9700012
66260,Francia,Metal Components,Francia,Western Europe,Standard Class,6,4,2,1,3,299.9700012
64993,Alemania,Metal Components,Alemania,Western Europe,Standard Class,4,4,0,0,3,299.9700012
11481,Italia,Metal Components,Italia,Southern Europe,Standard Class,2,4,-2,0,3,299.9700012
16894,Alemania,Metal Components,Alemania,Western Europe,Standard Class,5,4,1,1,3,299.9700012
13906,Francia,Metal Components,Francia,Western Europe,Standard Class,2,4,-2,0,3,299.9700012
16854,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,5,4,1,1,3,299.9700012
44698,Polonia,Metal Components,Polonia,Eastern Europe,Standard Class,4,4,0,0,3,299.9700012
68456,Francia,Metal Components,Francia,Western Europe,Standard Class,2,4,-2,0,3,299.9700012
15924,España,Metal Components,España,Southern Europe,Standard Class,5,4,1,1,3,299.9700012
16501,Francia,Metal Components,Francia,Western Europe,Standard Class,2,4,-2,0,3,299.9700012
14422,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,3,299.9700012
11353,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,4,4,0,0,3,299.9700012
63944,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,5,4,1,1,3,299.9700012
63557,Francia,Metal Components,Francia,Western Europe,Standard Class,3,4,-1,0,3,299.9700012
18253,Alemania,Metal Components,Alemania,Western Europe,Standard Class,4,4,0,0,3,299.9700012
10475,Países Bajos,Metal Components,Países Bajos,Western Europe,Standard Class,6,4,2,1,3,299.9700012
11267,Francia,Metal Components,Francia,Western Europe,Standard Class,3,4,-1,0,3,299.9700012
12630,Francia,Metal Components,Francia,Western Europe,Standard Class,6,4,2,1,3,299.9700012
13618,Irlanda,Metal Components,Irlanda,Northern Europe,Standard Class,4,4,0,0,3,299.9700012
14609,Noruega,Interior Components,Noruega,Northern Europe,Standard Class,5,4,1,1,3,104.9700012
13605,Alemania,Metal Components,Alemania,Western Europe,Standard Class,6,4,2,1,3,299.9700012
19036,Austria,Metal Components,Austria,Western Europe,Standard Class,2,4,-2,0,3,299.9700012
49347,Ucrania,Metal Components,Ucrania,Eastern Europe,Standard Class,3,4,-1,0,3,299.9700012
11142,Italia,Metal Components,Italia,Southern Europe,Standard Class,3,4,-1,0,3,299.9700012
62553,Francia,Semiconductors,Francia,Western Europe,Standard Class,4,4,0,0,3,284.9700012
61837,Francia,Metal Components,Francia,Western Europe,Standard Class,3,4,-1,0,3,299.9700012
18934,Noruega,Metal Components,Noruega,Northern Europe,Standard Class,5,4,1,1,3,299.9700012
10844,Alemania,Metal Components,Alemania,Western Europe,Standard Class,5,4,1,1,3,299.9700012
17684,Francia,Interior Components,Francia,Western Europe,Standard Class,5,4,1,1,3,179.9700012
65291,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,3,179.9700012
10757,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,3,179.9700012
20100,Austria,Interior Components,Austria,Western Europe,Standard Class,6,4,2,1,3,179.9700012
14293,Alemania,Interior Components,Alemania,Western Europe,Standard Class,4,4,0,0,3,179.9700012
62827,Suecia,Interior Components,Suecia,Northern Europe,Standard Class,3,4,-1,0,3,179.9700012
65979,Francia,Interior Components,Francia,Western Europe,Standard Class,5,4,1,1,3,179.9700012
62827,Suecia,Interior Components,Suecia,Northern Europe,Standard Class,3,4,-1,0,3,179.9700012
62595,Italia,Interior Components,Italia,Southern Europe,Standard Class,6,4,2,1,3,179.9700012
19058,Francia,Interior Components,Francia,Western Europe,Standard Class,4,4,0,0,3,179.9700012
18498,Francia,Interior Components,Francia,Western Europe,Standard Class,4,4,0,0,3,179.9700012
12513,Francia,Interior Components,Francia,Western Europe,Standard Class,4,4,0,0,3,179.9700012
17628,Alemania,Interior Components,Alemania,Western Europe,Standard Class,4,4,0,0,3,179.9700012
15705,Alemania,Interior Components,Alemania,Western Europe,Standard Class,6,4,2,1,3,179.9700012
66972,Dinamarca,Interior Components,Dinamarca,Northern Europe,Standard Class,3,4,-1,0,3,179.9700012
65471,Países Bajos,Interior Components,Países Bajos,Western Europe,Standard Class,2,4,-2,0,3,179.9700012
68456,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,3,179.9700012
16053,Bélgica,Interior Components,Bélgica,Western Europe,Standard Class,4,4,0,0,3,179.9700012
68090,Francia,Interior Components,Francia,Western Europe,Standard Class,6,4,2,1,3,179.9700012
