Order Id,Supplier,Commodity,Order Country,Order Region,Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delay_Days,Late_delivery_risk,Order Item Quantity,Sales,Risk_Probability
35894,Estados Unidos,Semiconductors,Estados Unidos,US Center ,First Class,2,1,1,1,5,250.0,0.9605743
37057,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,First Class,2,1,1,1,5,250.0,0.938099
32227,Estados Unidos,Semiconductors,Estados Unidos,East of USA,First Class,2,1,1,1,5,250.0,0.9666571
35635,Estados Unidos,Semiconductors,Estados Unidos,West of USA ,First Class,2,1,1,1,5,250.0,0.938099
37703,Estados Unidos,Interior Components,Estados Unidos,West of USA ,First Class,2,1,1,1,5,109.9499969,0.93682295
44728,Ghana,Semiconductors,Ghana,West Africa,Same Day,1,0,1,1,1,129.9900055,0.9454587
41733,RepÃºblica DemocrÃ¡tica del Congo,Semiconductors,RepÃºblica DemocrÃ¡tica del Congo,Central Africa,Same Day,0,0,0,0,1,129.9900055,1.44473215e-05
42081,Egipto,Semiconductors,Egipto,North Africa,Same Day,0,0,0,0,1,129.9900055,1.3032869e-05
42081,Egipto,Semiconductors,Egipto,North Africa,Same Day,0,0,0,0,1,129.9900055,1.3032869e-05
50654,RepÃºblica DemocrÃ¡tica del Congo,Battery Materials,RepÃºblica DemocrÃ¡tica del Congo,Central Africa,Same Day,0,0,0,0,1,299.980011,1.4479294e-05
49436,SudAfrica,Battery Materials,SudAfrica,Southern Africa,Same Day,1,0,1,1,1,299.980011,0.9199639
44728,Ghana,Battery Materials,Ghana,West Africa,Same Day,1,0,1,1,1,299.980011,0.9469763
64714,Italia,Semiconductors,Italia,Southern Europe,Same Day,1,0,1,1,1,129.9900055,0.94806486
64714,Italia,Semiconductors,Italia,Southern Europe,Same Day,1,0,1,1,1,129.9900055,0.94806486
70773,Irlanda,Plastic Components,Irlanda,Northern Europe,Same Day,0,0,0,0,1,1500.0,1.1876629e-05
69880,Reino Unido,Mechanical Assemblies,Reino Unido,Northern Europe,Same Day,0,0,0,0,1,452.0400085,1.2247915e-05
70625,Alemania,Plastic Components,Alemania,Western Europe,Same Day,1,0,1,1,1,1500.0,0.9687414
71049,BÃ©lgica,Interior Components,BÃ©lgica,Western Europe,Same Day,0,0,0,0,1,252.8800049,1.2615582e-05
70709,Austria,Plastic Components,Austria,Western Europe,Same Day,0,0,0,0,1,1500.0,1.73672e-05
70582,Italia,Plastic Components,Italia,Southern Europe,Same Day,0,0,0,0,1,1500.0,8.706699e-06
14347,Italia,Semiconductors,Italia,Southern Europe,Same Day,0,0,0,0,1,129.9900055,1.4327143e-05
14347,Italia,Semiconductors,Italia,Southern Europe,Same Day,0,0,0,0,1,129.9900055,1.4327143e-05
70198,Alemania,Metal Components,Alemania,Western Europe,Same Day,1,0,1,1,1,357.1000061,0.9539564
19536,PaÃ­ses Bajos,Semiconductors,PaÃ­ses Bajos,Western Europe,Same Day,0,0,0,0,1,129.9900055,2.082515e-05
14746,Alemania,Semiconductors,Alemania,Western Europe,Same Day,0,0,0,0,1,129.9900055,1.18222515e-05
12209,Reino Unido,Interior Components,Reino Unido,Northern Europe,Same Day,0,0,0,0,1,59.99000168,1.437902e-05
70376,Alemania,Metal Components,Alemania,Western Europe,Same Day,0,0,0,0,1,357.1000061,1.3449854e-05
67610,Italia,Interior Components,Italia,Southern Europe,Same Day,1,0,1,1,1,299.9899902,0.9241984
67772,Alemania,Semiconductors,Alemania,Western Europe,Same Day,0,0,0,0,1,129.9900055,1.18222515e-05
65696,Francia,Semiconductors,Francia,Western Europe,Same Day,1,0,1,1,1,129.9900055,0.9577543
67772,Alemania,Semiconductors,Alemania,Western Europe,Same Day,0,0,0,0,1,129.9900055,1.18222515e-05
66002,Alemania,Semiconductors,Alemania,Western Europe,Same Day,0,0,0,0,1,129.9900055,1.18222515e-05
19918,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Same Day,1,0,1,1,1,129.9900055,0.9794923
68499,Francia,Interior Components,Francia,Western Europe,Same Day,1,0,1,1,1,59.99000168,0.9590616
71211,Francia,Semiconductors,Francia,Western Europe,Same Day,1,0,1,1,1,461.480011,0.95538193
65142,Italia,Semiconductors,Italia,Southern Europe,Same Day,1,0,1,1,1,129.9900055,0.94806486
62673,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Same Day,1,0,1,1,1,129.9900055,0.9794923
67792,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Same Day,1,0,1,1,1,129.9900055,0.9794923
67792,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Same Day,1,0,1,1,1,129.9900055,0.9794923
18533,Suecia,Semiconductors,Suecia,Northern Europe,Same Day,1,0,1,1,1,129.9900055,0.9685985
13432,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Same Day,0,0,0,0,1,129.9900055,1.4318785e-05
18864,Austria,Semiconductors,Austria,Western Europe,Same Day,0,0,0,0,1,129.9900055,1.5534664e-05
12250,Francia,Semiconductors,Francia,Western Europe,Same Day,1,0,1,1,1,129.9900055,0.9577543
62096,PaÃ­ses Bajos,Interior Components,PaÃ­ses Bajos,Western Europe,Same Day,0,0,0,0,1,39.99000168,1.7335544e-05
62096,PaÃ­ses Bajos,Interior Components,PaÃ­ses Bajos,Western Europe,Same Day,0,0,0,0,1,199.9900055,1.4266676e-05
18533,Suecia,Interior Components,Suecia,Northern Europe,Same Day,1,0,1,1,1,39.99000168,0.9814664
18025,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Same Day,0,0,0,0,1,50.0,1.2816385e-05
62673,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Same Day,1,0,1,1,1,50.0,0.980141
18864,Austria,Metal Components,Austria,Western Europe,Same Day,0,0,0,0,1,399.980011,1.5458334e-05
65142,Italia,Battery Materials,Italia,Southern Europe,Same Day,1,0,1,1,1,299.980011,0.92116416
62673,EspaÃ±a,Battery Materials,EspaÃ±a,Southern Europe,Same Day,1,0,1,1,1,299.980011,0.9800829
16890,Alemania,Battery Materials,Alemania,Western Europe,Same Day,1,0,1,1,1,299.980011,0.95574766
14746,Alemania,Battery Materials,Alemania,Western Europe,Same Day,0,0,0,0,1,299.980011,1.1848415e-05
12425,Alemania,Battery Materials,Alemania,Western Europe,Same Day,0,0,0,0,1,299.980011,1.1848415e-05
12425,Alemania,Battery Materials,Alemania,Western Europe,Same Day,0,0,0,0,1,299.980011,1.1848415e-05
13797,Italia,Metal Components,Italia,Southern Europe,Same Day,0,0,0,0,1,399.980011,8.975584e-06
15783,Francia,Metal Components,Francia,Western Europe,Same Day,0,0,0,0,1,399.980011,1.5284699e-05
67772,Alemania,Battery Materials,Alemania,Western Europe,Same Day,0,0,0,0,1,299.980011,1.1848415e-05
69164,Francia,Interior Components,Francia,Western Europe,Same Day,1,0,1,1,1,31.07999992,0.9746629
69029,Reino Unido,Interior Components,Reino Unido,Northern Europe,Same Day,1,0,1,1,1,31.07999992,0.9756379
71563,Italia,Battery Materials,Italia,Southern Europe,Same Day,1,0,1,1,1,164.3800049,0.9493628
56466,MÃ©xico,Semiconductors,MÃ©xico,Central America,Same Day,0,0,0,0,1,54.97000122,1.4973869e-05
56466,MÃ©xico,Metal Components,MÃ©xico,Central America,Same Day,0,0,0,0,1,99.98999786,1.491114e-05
2778,MÃ©xico,Interior Components,MÃ©xico,Central America,Same Day,1,0,1,1,1,59.99000168,0.9556176
1831,El Salvador,Semiconductors,El Salvador,Central America,Same Day,1,0,1,1,1,129.9900055,0.95496607
52427,El Salvador,Semiconductors,El Salvador,Central America,Same Day,0,0,0,0,1,129.9900055,1.4791547e-05
6039,Brasil,Semiconductors,Brasil,South America,Same Day,0,0,0,0,1,129.9900055,1.4616895e-05
1831,El Salvador,Interior Components,El Salvador,Central America,Same Day,1,0,1,1,1,59.99000168,0.9563558
52427,El Salvador,Semiconductors,El Salvador,Central America,Same Day,0,0,0,0,1,129.9900055,1.4791547e-05
52427,El Salvador,Semiconductors,El Salvador,Central America,Same Day,0,0,0,0,1,129.9900055,1.4791547e-05
60589,Honduras,Semiconductors,Honduras,Central America,Same Day,0,0,0,0,1,129.9900055,1.6395144e-05
51695,RepÃºblica Dominicana,Semiconductors,RepÃºblica Dominicana,Caribbean,Same Day,1,0,1,1,1,129.9900055,0.94541353
60486,MÃ©xico,Semiconductors,MÃ©xico,Central America,Same Day,1,0,1,1,1,129.9900055,0.9542056
58350,Cuba,Semiconductors,Cuba,Caribbean,Same Day,1,0,1,1,1,129.9900055,0.9388888
60486,MÃ©xico,Semiconductors,MÃ©xico,Central America,Same Day,1,0,1,1,1,129.9900055,0.9542056
58350,Cuba,Semiconductors,Cuba,Caribbean,Same Day,1,0,1,1,1,129.9900055,0.9388888
2778,MÃ©xico,Semiconductors,MÃ©xico,Central America,Same Day,1,0,1,1,1,129.9900055,0.9542056
9664,MÃ©xico,Semiconductors,MÃ©xico,Central America,Same Day,0,0,0,0,1,129.9900055,1.491114e-05
8531,Cuba,Semiconductors,Cuba,Caribbean,Same Day,1,0,1,1,1,129.9900055,0.9388888
9664,MÃ©xico,Semiconductors,MÃ©xico,Central America,Same Day,0,0,0,0,1,129.9900055,1.491114e-05
60896,Brasil,Semiconductors,Brasil,South America,Same Day,1,0,1,1,1,129.9900055,0.94368005
10549,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9554379
15971,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,2,4,-2,0,1,129.9900055,1.50366595e-05
68062,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
62869,Francia,Semiconductors,Francia,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9569302
63460,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9553074
47560,HungrÃ­a,Semiconductors,HungrÃ­a,Eastern Europe,Standard Class,6,4,2,1,1,129.9900055,0.9805089
46738,Polonia,Semiconductors,Polonia,Eastern Europe,Standard Class,4,4,0,0,1,129.9900055,2.1865566e-05
47101,Rumania,Semiconductors,Rumania,Eastern Europe,Standard Class,2,4,-2,0,1,129.9900055,1.9539912e-05
67068,Irlanda,Semiconductors,Irlanda,Northern Europe,Standard Class,4,4,0,0,1,129.9900055,1.246963e-05
64627,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,1,129.9900055,1.4598853e-05
66302,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,1,129.9900055,1.4598853e-05
12448,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,4,4,0,0,1,129.9900055,1.5469263e-05
69250,Italia,Semiconductors,Italia,Southern Europe,Standard Class,6,4,2,1,1,59.08000183,0.95553935
70007,PaÃ­ses Bajos,Metal Components,PaÃ­ses Bajos,Western Europe,Standard Class,3,4,-1,0,1,357.1000061,1.0033222e-05
70259,Alemania,Metal Components,Alemania,Western Europe,Standard Class,5,4,1,1,1,357.1000061,0.9549357
14841,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,1,59.99000168,1.560902e-05
11606,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,1,59.99000168,1.560902e-05
12975,Francia,Interior Components,Francia,Western Europe,Standard Class,6,4,2,1,1,59.99000168,0.95832765
71277,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,461.480011,1.5579886e-05
67653,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,4,4,0,0,1,129.9900055,1.2737998e-05
67789,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9554379
16686,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,2,4,-2,0,1,129.9900055,1.50366595e-05
64199,Francia,Semiconductors,Francia,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9569302
12973,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,4,4,0,0,1,129.9900055,1.2737998e-05
11805,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9553074
15705,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9553074
19860,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9553074
70366,Reino Unido,Metal Components,Reino Unido,Northern Europe,Standard Class,2,4,-2,0,1,357.1000061,1.5768675e-05
66282,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,1,59.99000168,1.49873695e-05
17329,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,5,4,1,1,1,129.9900055,0.95192134
68623,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,4,4,0,0,1,129.9900055,1.5469263e-05
12860,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,6,4,2,1,1,129.9900055,0.95178103
65055,Portugal,Semiconductors,Portugal,Southern Europe,Standard Class,6,4,2,1,1,129.9900055,0.9480737
69988,Francia,Metal Components,Francia,Western Europe,Standard Class,4,4,0,0,1,357.1000061,1.6265667e-05
67447,Alemania,Interior Components,Alemania,Western Europe,Standard Class,3,4,-1,0,1,299.9899902,1.3801801e-05
17086,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,2,4,-2,0,1,129.9900055,1.50366595e-05
12801,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,1,129.9900055,1.520439e-05
63513,Francia,Semiconductors,Francia,Western Europe,Standard Class,4,4,0,0,1,129.9900055,1.6457665e-05
67789,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9554379
61624,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9554379
13149,Francia,Semiconductors,Francia,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9569302
14609,Noruega,Semiconductors,Noruega,Northern Europe,Standard Class,5,4,1,1,1,129.9900055,0.9600841
61798,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,4,4,0,0,1,129.9900055,1.5469263e-05
19295,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,6,4,2,1,1,129.9900055,0.95178103
63944,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,5,4,1,1,1,129.9900055,0.95192134
65549,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,5,4,1,1,1,129.9900055,0.95192134
68623,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,4,4,0,0,1,129.9900055,1.5469263e-05
65490,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,6,4,2,1,1,129.9900055,0.95178103
67394,Italia,Semiconductors,Italia,Southern Europe,Standard Class,5,4,1,1,1,129.9900055,0.9485886
19154,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Standard Class,5,4,1,1,1,129.9900055,0.9724825
69212,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,59.08000183,1.560902e-05
17561,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,1,59.99000168,1.560902e-05
14834,Alemania,Interior Components,Alemania,Western Europe,Standard Class,5,4,1,1,1,59.99000168,0.9558926
15887,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
10792,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
68307,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.50366595e-05
68057,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
63090,Austria,Semiconductors,Austria,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.975764
66293,Francia,Semiconductors,Francia,Western Europe,Standard Class,4,4,0,0,1,129.9900055,1.6457665e-05
65979,Francia,Semiconductors,Francia,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9569302
64265,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9568039
11606,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,1,129.9900055,1.520439e-05
62855,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9553074
64993,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,4,4,0,0,1,129.9900055,1.2737998e-05
68430,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9553074
41336,Rumania,Semiconductors,Rumania,Eastern Europe,Standard Class,2,4,-2,0,1,129.9900055,1.9539912e-05
46641,Rumania,Semiconductors,Rumania,Eastern Europe,Standard Class,2,4,-2,0,1,129.9900055,1.9539912e-05
17759,Dinamarca,Interior Components,Dinamarca,Northern Europe,Standard Class,5,4,1,1,1,59.99000168,0.97357607
14609,Noruega,Semiconductors,Noruega,Northern Europe,Standard Class,5,4,1,1,1,129.9900055,0.9600841
61798,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,4,4,0,0,1,129.9900055,1.5469263e-05
18056,Dinamarca,Semiconductors,Dinamarca,Northern Europe,Standard Class,2,4,-2,0,1,129.9900055,2.3984869e-05
64665,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,6,4,2,1,1,129.9900055,0.95178103
63270,Italia,Interior Components,Italia,Southern Europe,Standard Class,6,4,2,1,1,59.99000168,0.95553935
14817,EspaÃ±a,Interior Components,EspaÃ±a,Southern Europe,Standard Class,3,4,-1,0,1,59.99000168,1.726872e-05
62846,Alemania,Interior Components,Alemania,Western Europe,Standard Class,2,4,-2,0,1,59.99000168,1.5436826e-05
20120,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9568039
12645,Austria,Semiconductors,Austria,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.975764
18773,Francia,Semiconductors,Francia,Western Europe,Standard Class,4,4,0,0,1,129.9900055,1.6457665e-05
13827,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.50366595e-05
17482,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.50366595e-05
62855,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9553074
19342,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
48441,Polonia,Semiconductors,Polonia,Eastern Europe,Standard Class,2,4,-2,0,1,129.9900055,2.0532678e-05
62027,Francia,Interior Components,Francia,Western Europe,Standard Class,3,4,-1,0,1,59.99000168,1.560902e-05
20016,Francia,Interior Components,Francia,Western Europe,Standard Class,2,4,-2,0,1,59.99000168,1.560902e-05
17962,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
20120,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9568039
13992,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
63385,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9568039
12422,BÃ©lgica,Semiconductors,BÃ©lgica,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.5513642e-05
12249,Francia,Semiconductors,Francia,Western Europe,Standard Class,5,4,1,1,1,129.9900055,0.9569302
20257,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
63222,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,129.9900055,1.520439e-05
17895,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,129.9900055,0.9568039
17786,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,2,4,-2,0,1,129.9900055,1.50366595e-05
45360,Bielorrusia,Interior Components,Bielorrusia,Eastern Europe,Standard Class,6,4,2,1,1,39.99000168,0.974801
16854,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,5,4,1,1,1,50.0,0.94691575
18098,Francia,Semiconductors,Francia,Western Europe,Standard Class,4,4,0,0,1,50.0,1.6895647e-05
14841,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,1,50.0,1.560902e-05
14293,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,4,4,0,0,1,50.0,1.3076991e-05
13623,Noruega,Mechanical Assemblies,Noruega,Northern Europe,Standard Class,4,4,0,0,1,70.0,1.2977491e-05
20066,Suecia,Semiconductors,Suecia,Northern Europe,Standard Class,2,4,-2,0,1,50.0,1.8491957e-05
18051,Francia,Mechanical Assemblies,Francia,Western Europe,Standard Class,2,4,-2,0,1,39.99000168,1.6855316e-05
67367,Francia,Interior Components,Francia,Western Europe,Standard Class,3,4,-1,0,1,39.99000168,1.6855316e-05
17305,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,50.0,0.95832765
19140,Austria,Interior Components,Austria,Western Europe,Standard Class,6,4,2,1,1,39.99000168,0.9500929
12915,Francia,Interior Components,Francia,Western Europe,Standard Class,6,4,2,1,1,39.99000168,0.9629638
10667,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,1,50.0,1.3358622e-05
14817,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Standard Class,3,4,-1,0,1,50.0,1.726872e-05
20208,Francia,Interior Components,Francia,Western Europe,Standard Class,4,4,0,0,1,39.99000168,1.8244673e-05
12388,Francia,Semiconductors,Francia,Western Europe,Standard Class,4,4,0,0,1,50.0,1.6895647e-05
14817,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Standard Class,3,4,-1,0,1,50.0,1.726872e-05
62855,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,50.0,0.9597845
17786,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,2,4,-2,0,1,50.0,1.5436826e-05
20016,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,1,50.0,1.560902e-05
45360,Bielorrusia,Semiconductors,Bielorrusia,Eastern Europe,Standard Class,6,4,2,1,1,50.0,0.9817012
17212,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,1,50.0,1.3358622e-05
66728,Francia,Semiconductors,Francia,Western Europe,Standard Class,4,4,0,0,1,50.0,1.6895647e-05
12973,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,4,4,0,0,1,50.0,1.3076991e-05
67413,Italia,Semiconductors,Italia,Southern Europe,Standard Class,4,4,0,0,1,50.0,1.5723386e-05
12085,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,6,4,2,1,1,50.0,0.9597845
63468,Francia,Interior Components,Francia,Western Europe,Standard Class,4,4,0,0,1,39.99000168,1.8244673e-05
50159,Rumania,Interior Components,Rumania,Eastern Europe,Standard Class,5,4,1,1,1,39.99000168,0.9762516
62232,Noruega,Interior Components,Noruega,Northern Europe,Standard Class,3,4,-1,0,1,39.99000168,1.9220035e-05
17196,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,2,4,-2,0,1,50.0,1.5436826e-05
65332,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,3,4,-1,0,1,50.0,1.5436826e-05
61879,Alemania,Interior Components,Alemania,Western Europe,Standard Class,5,4,1,1,1,39.99000168,0.9607887
17305,Francia,Interior Components,Francia,Western Europe,Standard Class,6,4,2,1,1,39.99000168,0.9629638
12896,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,1,50.0,1.560902e-05
11399,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,5,4,1,1,1,39.99000168,0.9581066
61585,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,6,4,2,1,1,50.0,0.9523424
17444,Portugal,Semiconductors,Portugal,Southern Europe,Standard Class,5,4,1,1,1,50.0,0.92811966
13235,Alemania,Interior Components,Alemania,Western Europe,Standard Class,6,4,2,1,1,39.99000168,0.9642648
10465,Alemania,Interior Components,Alemania,Western Europe,Standard Class,6,4,2,1,1,39.99000168,0.9642648
13471,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,1,50.0,1.560902e-05
17750,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,50.0,0.95832765
66153,Italia,Semiconductors,Italia,Southern Europe,Standard Class,4,4,0,0,1,50.0,1.5723386e-05
11142,Italia,Semiconductors,Italia,Southern Europe,Standard Class,3,4,-1,0,1,50.0,1.4826769e-05
61798,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,4,4,0,0,1,39.99000168,1.6100365e-05
16178,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,4,4,0,0,1,39.99000168,1.6100365e-05
63193,Italia,Interior Components,Italia,Southern Europe,Standard Class,4,4,0,0,1,199.9900055,1.5757461e-05
13159,Italia,Semiconductors,Italia,Southern Europe,Standard Class,5,4,1,1,1,50.0,0.95452106
17705,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,50.0,0.95832765
17153,Alemania,Semiconductors,Alemania,Western Europe,Standard Class,4,4,0,0,1,50.0,1.3076991e-05
49347,Ucrania,Semiconductors,Ucrania,Eastern Europe,Standard Class,3,4,-1,0,1,50.0,2.3539304e-05
64854,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,5,4,1,1,1,39.99000168,0.9581066
61798,Reino Unido,Semiconductors,Reino Unido,Northern Europe,Standard Class,4,4,0,0,1,50.0,1.4155086e-05
19715,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Standard Class,6,4,2,1,1,50.0,0.97600466
12770,EspaÃ±a,Semiconductors,EspaÃ±a,Southern Europe,Standard Class,6,4,2,1,1,50.0,0.97600466
44698,Polonia,Interior Components,Polonia,Eastern Europe,Standard Class,4,4,0,0,1,39.99000168,1.7161678e-05
62122,Alemania,Interior Components,Alemania,Western Europe,Standard Class,3,4,-1,0,1,39.99000168,1.6669374e-05
11091,Francia,Semiconductors,Francia,Western Europe,Standard Class,2,4,-2,0,1,50.0,1.560902e-05
47107,Polonia,Interior Components,Polonia,Eastern Europe,Standard Class,3,4,-1,0,1,39.99000168,1.6115526e-05
17547,Alemania,Interior Components,Alemania,Western Europe,Standard Class,3,4,-1,0,1,39.99000168,1.6669374e-05
17327,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,50.0,1.560902e-05
10757,Reino Unido,Interior Components,Reino Unido,Northern Europe,Standard Class,3,4,-1,0,1,39.99000168,1.5194446e-05
67394,Italia,Interior Components,Italia,Southern Europe,Standard Class,5,4,1,1,1,39.99000168,0.95956296
64824,Italia,Interior Components,Italia,Southern Europe,Standard Class,5,4,1,1,1,39.99000168,0.95956296
16084,Francia,Interior Components,Francia,Western Europe,Standard Class,5,4,1,1,1,39.99000168,0.96210885
63385,Francia,Semiconductors,Francia,Western Europe,Standard Class,6,4,2,1,1,50.0,0.95832765
17322,Francia,Semiconductors,Francia,Western Europe,Standard Class,3,4,-1,0,1,50.0,1.560902e-05
67005,Suecia,Mechanical Assemblies,Suecia,Northern Europe,Standard Class,6,4,2,1,1,199.0,0.9785338
68060,Reino Unido,Mechanical Assemblies,Reino Unido,Northern Europe,Standard Class,6,4,2,1,1,299.9899902,0.955804
67394,Italia,Mechanical Assemblies,Italia,Southern Europe,Standard Class,5,4,1,1,1,89.98999786,0.954053
18471,Italia,Battery Materials,Italia,Southern Europe,Standard Class,2,4,-2,0,1,31.98999977,1.0071453e-05
